Date,Low,Open,Volume,High,Close,Adjusted Close
25-12-1995,72.81962585449219,72.81962585449219,0.0,72.81962585449219,72.81962585449219,53.4727897644043
26-12-1995,72.81962585449219,72.81962585449219,0.0,72.81962585449219,72.81962585449219,53.4727897644043
27-12-1995,72.81962585449219,72.81962585449219,0.0,72.81962585449219,72.81962585449219,53.4727897644043
28-12-1995,72.81962585449219,72.81962585449219,0.0,72.81962585449219,72.81962585449219,53.4727897644043
29-12-1995,72.81962585449219,72.81962585449219,0.0,72.81962585449219,72.81962585449219,53.4727897644043
01-01-1996,72.3405532836914,72.43636322021484,40703.0,72.81962585449219,72.81962585449219,53.4727897644043
02-01-1996,72.05310821533203,72.81962585449219,100975.0,73.56698608398438,72.39804077148438,53.16320037841797
03-01-1996,72.10101318359375,72.39804077148438,29744.0,72.81962585449219,72.15850067138672,52.98728942871094
04-01-1996,71.19076538085938,72.15850067138672,104889.0,72.24473571777344,71.61235046386719,52.58625030517578
05-01-1996,71.09495544433594,71.61235046386719,62620.0,71.82315063476562,71.35365295410156,52.39628982543945
08-01-1996,70.7116928100586,71.35365295410156,131503.0,71.47821044921875,71.38240051269531,52.41739273071289
09-01-1996,69.7535400390625,71.38240051269531,63142.0,71.28658294677734,70.19429016113281,51.54494857788086
10-01-1996,70.52005767822266,70.19429016113281,67577.0,71.47821044921875,71.32490539550781,52.37517547607422
11-01-1996,70.99913787841797,71.32490539550781,80623.0,72.4842758178711,71.92854309082031,52.81843566894531
12-01-1996,71.8614730834961,71.92854309082031,54532.0,73.28912353515625,72.80046081542969,53.45870590209961
15-01-1996,71.89022064208984,72.80046081542969,28961.0,77.41876220703125,72.37887573242188,53.14912033081055
16-01-1996,71.6985855102539,72.37887573242188,106715.0,72.62799835205078,72.21598815917969,53.02951431274414
17-01-1996,71.8614730834961,72.21598815917969,61837.0,72.38845825195312,71.89022064208984,52.790287017822266
18-01-1996,70.52005767822266,71.89022064208984,73318.0,72.24473571777344,72.072265625,52.92397689819336
19-01-1996,71.47821044921875,72.072265625,81145.0,72.43636322021484,72.19683074951172,53.015445709228516
22-01-1996,72.05310821533203,72.19683074951172,450084.0,73.01126098632812,72.82920837402344,53.47980499267578
23-01-1996,70.80750274658203,72.82920837402344,36789.0,72.81962585449219,70.91290283203125,52.0726318359375
24-01-1996,68.02886199951172,70.91290283203125,99931.0,70.9033203125,68.7570571899414,50.48956298828125
25-01-1996,68.43128967285156,68.7570571899414,84015.0,69.9451675415039,69.03491973876953,50.6935920715332
26-01-1996,69.03491973876953,69.03491973876953,0.0,69.03491973876953,69.03491973876953,50.6935920715332
29-01-1996,68.98701477050781,69.03491973876953,51661.0,69.9451675415039,69.35111236572266,50.92578125
30-01-1996,68.7953872680664,69.35111236572266,85320.0,70.13680267333984,69.18822479248047,50.80616760253906
31-01-1996,69.56190490722656,69.18822479248047,37050.0,70.61587524414062,70.47215270996094,51.74897384643555
01-02-1996,69.9834976196289,70.47215270996094,375201.0,72.4842758178711,72.47469329833984,53.219478607177734
02-02-1996,72.05310821533203,72.47469329833984,462086.0,76.07734680175781,75.77073669433594,55.63982391357422
05-02-1996,74.1131362915039,75.77073669433594,257526.0,77.61038970947266,76.17316436767578,55.93533706665039
06-02-1996,73.77777862548828,76.17316436767578,378592.0,77.0354995727539,74.58262634277344,54.76737594604492
07-02-1996,73.20288848876953,74.58262634277344,76710.0,76.07734680175781,75.71324920654297,55.597618103027344
08-02-1996,76.26897430419922,76.65223693847656,370504.0,82.17120361328125,81.7496109008789,60.03022003173828
09-02-1996,81.44300079345703,81.7496109008789,323800.0,85.27561950683594,84.70072174072266,62.19729995727539
12-02-1996,76.65223693847656,76.65223693847656,125240.0,84.50909423828125,82.24785614013672,60.39610290527344
13-02-1996,80.67648315429688,82.24785614013672,150810.0,84.11624908447266,81.90291595458984,60.142799377441406
14-02-1996,82.40115356445312,81.90291595458984,162552.0,84.70072174072266,82.42031860351562,60.52275085449219
15-02-1996,80.49443054199219,82.42031860351562,51400.0,82.78441619873047,82.24785614013672,60.39610290527344
16-02-1996,79.52669525146484,82.24785614013672,50879.0,81.43342590332031,80.05368041992188,58.78486633300781
19-02-1996,77.61038970947266,80.05368041992188,54010.0,81.42384338378906,78.60687255859375,57.722450256347656
20-02-1996,77.37085723876953,78.60687255859375,215779.0,79.33506774902344,78.85598754882812,57.9053840637207
21-02-1996,78.85598754882812,78.85598754882812,0.0,78.85598754882812,78.85598754882812,57.9053840637207
22-02-1996,79.14344024658203,78.85598754882812,80884.0,81.44300079345703,80.9735107421875,59.46031951904297
23-02-1996,80.29322052001953,80.9735107421875,229347.0,83.16767883300781,82.79399871826172,60.79713821411133
26-02-1996,78.69310760498047,82.79399871826172,167509.0,83.35930633544922,79.02845764160156,58.032039642333984
27-02-1996,80.30280303955078,79.02845764160156,232217.0,82.40115356445312,81.58672332763672,59.91062927246094
28-02-1996,80.67648315429688,81.58672332763672,121849.0,81.72087097167969,81.36634826660156,59.748783111572266
29-02-1996,80.48484802246094,81.36634826660156,441996.0,82.01789855957031,80.98309326171875,59.46735382080078
01-03-1996,80.92560577392578,80.98309326171875,98366.0,81.44300079345703,81.21304321289062,59.636226654052734
04-03-1996,80.86811065673828,81.21304321289062,110890.0,82.29576110839844,81.82626342773438,60.08651351928711
05-03-1996,81.82626342773438,81.82626342773438,0.0,81.82626342773438,81.82626342773438,60.08651351928711
06-03-1996,81.3471908569336,81.82626342773438,32353.0,82.01789855957031,81.39509582519531,59.76991653442383
07-03-1996,80.48484802246094,81.39509582519531,45399.0,81.92208099365234,81.05974578857422,59.52364730834961
08-03-1996,80.1207504272461,81.05974578857422,104367.0,81.05974578857422,80.87769317626953,59.38995361328125
11-03-1996,78.58770751953125,80.87769317626953,78536.0,79.81414031982422,78.9518051147461,57.97574996948242
12-03-1996,78.44398498535156,78.9518051147461,76188.0,80.48484802246094,79.84288787841797,58.63006591796875
13-03-1996,79.19134521484375,79.84288787841797,81406.0,81.05974578857422,80.80104064941406,59.33366394042969
14-03-1996,79.89079284667969,80.80104064941406,85320.0,81.73045349121094,80.16866302490234,58.869300842285156
15-03-1996,79.7662353515625,80.16866302490234,113760.0,80.24531555175781,79.96744537353516,58.721561431884766
18-03-1996,79.52669525146484,79.96744537353516,224129.0,80.369873046875,80.36029052734375,59.0100212097168
19-03-1996,79.15302276611328,80.36029052734375,113238.0,79.90995788574219,79.59376525878906,58.4471549987793
20-03-1996,79.59376525878906,79.59376525878906,0.0,79.59376525878906,79.59376525878906,58.4471549987793
21-03-1996,79.95787048339844,79.59376525878906,132546.0,80.88727569580078,80.86811065673828,59.38291931152344
22-03-1996,80.48484802246094,80.86811065673828,127067.0,81.05974578857422,80.88727569580078,59.39699172973633
25-03-1996,80.47527313232422,80.88727569580078,213953.0,82.40115356445312,81.72087097167969,60.009124755859375
26-03-1996,80.96392822265625,81.72087097167969,137765.0,82.11370849609375,81.86459350585938,60.11467361450195
27-03-1996,82.40115356445312,81.86459350585938,206647.0,89.68312072753906,84.03959655761719,61.71179962158203
28-03-1996,84.18331909179688,84.03959655761719,980271.0,90.05680084228516,86.88531494140625,63.80144500732422
29-03-1996,84.31746673583984,86.88531494140625,541406.0,89.10823059082031,86.24335479736328,63.33005142211914
01-04-1996,84.31746673583984,86.24335479736328,353022.0,87.95844268798828,87.18234252929688,64.01956939697266
02-04-1996,84.31746673583984,87.18234252929688,307884.0,88.13091278076172,85.61096954345703,62.86569595336914
03-04-1996,85.46724700927734,85.61096954345703,46704.0,87.00028991699219,85.55348205566406,62.823486328125
04-04-1996,83.9342041015625,89.0411605834961,48791.0,89.0411605834961,84.55699920654297,62.091739654541016
05-04-1996,84.55699920654297,84.55699920654297,0.0,84.55699920654297,84.55699920654297,62.091739654541016
08-04-1996,84.5186767578125,84.55699920654297,48009.0,86.22418975830078,84.91151428222656,62.35207748413086
09-04-1996,83.45512390136719,84.91151428222656,73318.0,86.18585968017578,83.74256896972656,61.49369430541992
